3599,50-3632,6640,1688992339
3600,50-1713,4500,1688992339
3601,50-1731,4500,1688992339
3602,50-8670,7200,1688992339
3603,50-5401,7200,1688992339
3604,50-5404,7200,1688992339
3605,50-4748,17208,1688992339
3606,50-4865,24064,1688992339
3607,50-6729,2376,1688992339
3608,50-4900,4374,1688992339
3609,50-3214,3360,1688992339
3610,50-5214,5040,1688992339
3611,50-4114,6760,1688992339
3612,50-6114,11062,1688992339
3613,50-4314,7708,1688992339
3614,50-6314,9072,1688992339
3615,50-0450,2500,1688992339
3616,50-0447,2100,1688992339
3617,50-0519,1550,1688992339
3570,50-0455,13000,1688388185
3571,50-9341,98765,1688388185
3572,50-1467,27000,1688388185
3573,50-3050,7500,1688388185
3574,50-3627,6000,1688388185
3575,50-3632,6640,1688388185
3576,50-1713,4500,1688388185
3577,50-1731,4500,1688388185
3578,50-8670,7200,1688388185
3579,50-5401,7200,1688388185
3580,50-5404,7200,1688388185
3581,50-4748,17208,1688388185
3582,50-4865,24064,1688388185
3583,50-6729,2376,1688388185
3584,50-4900,4374,1688388185
3585,50-3214,3360,1688388185
3586,50-5214,5040,1688388185
3587,50-4114,6760,1688388185
3588,50-6114,11062,1688388185
3589,50-4314,7708,1688388185
3590,50-6314,9072,1688388185
3591,50-0450,2500,1688388185
3592,50-0447,2100,1688388185
3593,50-0519,1550,1688388185
3546,50-0455,13000,1687780803
3547,50-9341,55000,1687780803
3548,50-1467,27000,1687780803
3549,50-3050,7500,1687780803
3550,50-3627,6000,1687780803
3551,50-3632,6640,1687780803
3552,50-1713,4500,1687780803
3553,50-1731,4500,1687780803
3554,50-8670,7200,1687780803
3555,50-5401,7200,1687780803
3556,50-5404,7200,1687780803
3557,50-4748,17208,1687780803
3558,50-4865,24064,1687780803
3559,50-6729,2376,1687780803
3560,50-4900,4374,1687780803
3561,50-3214,3360,1687780803
3562,50-5214,5040,1687780803
3563,50-4114,6760,1687780803
3564,50-6114,11062,1687780803
3565,50-4314,7708,1687780803
3566,50-6314,9072,1687780803
3567,50-0450,2500,1687780803
3568,50-0447,2100,1687780803
3569,50-0519,1550,1687780803
3522,50-0455,13000,1687176604
3523,50-9341,55000,1687176604
3524,50-1467,27000,1687176604
3525,50-3050,7500,1687176604
3526,50-3627,6000,1687176604
3527,50-3632,6640,1687176604
3528,50-1713,4500,1687176604
3529,50-1731,4500,1687176604
3530,50-8670,7200,1687176604
3531,50-5401,7200,1687176604
3532,50-5404,7200,1687176604
3533,50-4748,17208,1687176604
3534,50-4865,24064,1687176604
3535,50-6729,2376,1687176604
3536,50-4900,4374,1687176604
3537,50-3214,3360,1687176604
3538,50-5214,5040,1687176604
3539,50-4114,6760,1687176604
3540,50-6114,11062,1687176604
3541,50-4314,7708,1687176604
3542,50-6314,9072,1687176604
3543,50-0450,2500,1687176604
3544,50-0447,2100,1687176604
3545,50-0519,1550,1687176604
3498,50-0455,13000,1686571795
3499,50-9341,55000,1686571795
3500,50-1467,27000,1686571795
3501,50-3050,7500,1686571795
3502,50-3627,6000,1686571795
3503,50-3632,6640,1686571795
3504,50-1713,4500,1686571795
3505,50-1731,4500,1686571795
3506,50-8670,7200,1686571795
3507,50-5401,7200,1686571795
3508,50-5404,7200,1686571795
3509,50-4748,17208,1686571795
3510,50-4865,24064,1686571795
3511,50-6729,2376,1686571795
3512,50-4900,4374,1686571795
3513,50-3214,3360,1686571795
3514,50-5214,5040,1686571795
3515,50-4114,6760,1686571795
3516,50-6114,11062,1686571795
3517,50-4314,7708,1686571795
3518,50-6314,9072,1686571795
3519,50-0450,2500,1686571795
3520,50-0447,2100,1686571795
3521,50-0519,1550,1686571795
3450,50-0455,13000,1685968350
3451,50-9341,55000,1685968350
3452,50-1467,27000,1685968350
3453,50-3050,7500,1685968350
3454,50-3627,6000,1685968350
3455,50-3632,6640,1685968350
3456,50-1713,4500,1685968350
3457,50-1731,4500,1685968350
3458,50-8670,7200,1685968350
3459,50-5401,7200,1685968350
3460,50-5404,7200,1685968350
3461,50-4748,17208,1685968350
3462,50-4865,24064,1685968350
3463,50-6729,2376,1685968350
3464,50-4900,4374,1685968350
3465,50-3214,3360,1685968350
3466,50-5214,5040,1685968350
3467,50-4114,6760,1685968350
3468,50-6114,11062,1685968350
3469,50-4314,7708,1685968350
3470,50-6314,9072,1685968350
3471,50-0450,2500,1685968350
3472,50-0447,2100,1685968350
3473,50-0519,1550,1685968350
3426,50-0455,13000,1685363637
3427,50-9341,55000,1685363637
3428,50-1467,27000,1685363637
3429,50-3050,7500,1685363637
3430,50-3627,6000,1685363637
3431,50-3632,6640,1685363637
3432,50-1713,4500,1685363637
3433,50-1731,4500,1685363637
3434,50-8670,7200,1685363637
3435,50-5401,7200,1685363637
3436,50-5404,7200,1685363637
3437,50-4748,17208,1685363637
3438,50-4865,24064,1685363637
3439,50-6729,2376,1685363637
3440,50-4900,4374,1685363637
3441,50-3214,3360,1685363637
3442,50-5214,5040,1685363637
3443,50-4114,6760,1685363637
3444,50-6114,11062,1685363637
3445,50-4314,7708,1685363637
3446,50-6314,9072,1685363637
3447,50-0450,2500,1685363637
3448,50-0447,2100,1685363637
3449,50-0519,1550,1685363637
3402,50-0455,13000,1684772851
3403,50-9341,55000,1684772851
3404,50-1467,27000,1684772851
3405,50-3050,7500,1684772851
3406,50-3627,6000,1684772851
3407,50-3632,6640,1684772851
3408,50-1713,4500,1684772851
3409,50-1731,4500,1684772851
3410,50-8670,7200,1684772851
3411,50-5401,7200,1684772851
3412,50-5404,7200,1684772851
3413,50-4748,17208,1684772851
3414,50-4865,24064,1684772851
3415,50-6729,2376,1684772851
3416,50-4900,4374,1684772851
3417,50-3214,3360,1684772851
3418,50-5214,5040,1684772851
3419,50-4114,6760,1684772851
3420,50-6114,11062,1684772851
3421,50-4314,7708,1684772851
3422,50-6314,9072,1684772851
3423,50-0450,2500,1684772851
3424,50-0447,2100,1684772851
3425,50-0519,1550,1684772851
3378,50-0455,13000,1684153833
3379,50-9341,55000,1684153833
3380,50-1467,27000,1684153833
3381,50-3050,7500,1684153833
3382,50-3627,6000,1684153833
3383,50-3632,6640,1684153833
3384,50-1713,4500,1684153833
3385,50-1731,4500,1684153833
3386,50-8670,7200,1684153833
3387,50-5401,7200,1684153833
3388,50-5404,7200,1684153833
3389,50-4748,17208,1684153833
3390,50-4865,24064,1684153833
3391,50-6729,2376,1684153833
3392,50-4900,4374,1684153833
3393,50-3214,3360,1684153833
3394,50-5214,5040,1684153833
3395,50-4114,6760,1684153833
3396,50-6114,11062,1684153833
3397,50-4314,7708,1684153833
3398,50-6314,9072,1684153833
3399,50-0450,2500,1684153833
3400,50-0447,2100,1684153833
3401,50-0519,1550,1684153833
3354,50-0455,13000,1683549147
3355,50-9341,55000,1683549147
3356,50-1467,27000,1683549147
3357,50-3050,7500,1683549147
3358,50-3627,6000,1683549147
3359,50-3632,6640,1683549147
3360,50-1713,4500,1683549147
3361,50-1731,4500,1683549147
3362,50-8670,7200,1683549147
3363,50-5401,7200,1683549147
3364,50-5404,7200,1683549147
3365,50-4748,17208,1683549147
3366,50-4865,24064,1683549147
3367,50-6729,2376,1683549147
3368,50-4900,4374,1683549147
3369,50-3214,3360,1683549147
3370,50-5214,5040,1683549147
3371,50-4114,6760,1683549147
3372,50-6114,11062,1683549147
3373,50-4314,7708,1683549147
3374,50-6314,9072,1683549147
3375,50-0450,2500,1683549147
3376,50-0447,2100,1683549147
3377,50-0519,1550,1683549147
3330,50-0455,13000,1682942760
3331,50-9341,55000,1682942760
3332,50-1467,27000,1682942760
3333,50-3050,7500,1682942760
3334,50-3627,6000,1682942760
3335,50-3632,6640,1682942760
3336,50-1713,4500,1682942760
3337,50-1731,4500,1682942760
3338,50-8670,7200,1682942760
3339,50-5401,7200,1682942760
3340,50-5404,7200,1682942760
3341,50-4748,17208,1682942760
3342,50-4865,24064,1682942760
3343,50-6729,2376,1682942760
3344,50-4900,4374,1682942760
3345,50-3214,3360,1682942760
3346,50-5214,5040,1682942760
3347,50-4114,6760,1682942760
3348,50-6114,11062,1682942760
3349,50-4314,7708,1682942760
3350,50-6314,9072,1682942760
3351,50-0450,2500,1682942760
3352,50-0447,2100,1682942760
3353,50-0519,1550,1682942760
3306,50-0455,13000,1682337421
3307,50-9341,55000,1682337421
3308,50-1467,27000,1682337421
3309,50-3050,7500,1682337421
3310,50-3627,6000,1682337421
3311,50-3632,6640,1682337421
3312,50-1713,4500,1682337421
3313,50-1731,4500,1682337421
3314,50-8670,7200,1682337421
3315,50-5401,7200,1682337421
3316,50-5404,7200,1682337421
3317,50-4748,17208,1682337421
3318,50-4865,24064,1682337421
3319,50-6729,2376,1682337421
3320,50-4900,4374,1682337421
3321,50-3214,3360,1682337421
3322,50-5214,5040,1682337421
3323,50-4114,6760,1682337421
3324,50-6114,11062,1682337421
3325,50-4314,7708,1682337421
3326,50-6314,9072,1682337421
3327,50-0450,2500,1682337421
3328,50-0447,2100,1682337421
3329,50-0519,1550,1682337421
3282,50-0455,13000,1681734789
3283,50-9341,55000,1681734789
3284,50-1467,27000,1681734789
3285,50-3050,7500,1681734789
3286,50-3627,6000,1681734789
3287,50-3632,6640,1681734789
3288,50-1713,4500,1681734789
3289,50-1731,4500,1681734789
3290,50-8670,7200,1681734789
3291,50-5401,7200,1681734789
3292,50-5404,7200,1681734789
3293,50-4748,17208,1681734789
3294,50-4865,24064,1681734789
3295,50-6729,2376,1681734789
3296,50-4900,4374,1681734789
3297,50-3214,3360,1681734789
3298,50-5214,5040,1681734789
3299,50-4114,6760,1681734789
3300,50-6114,11062,1681734789
3301,50-4314,7708,1681734789
3302,50-6314,9072,1681734789
3303,50-0450,2500,1681734789
3304,50-0447,2100,1681734789
3305,50-0519,1550,1681734789
3258,50-0455,13000,1681121452
3259,50-9341,55000,1681121452
3260,50-1467,27000,1681121452
3261,50-3050,7500,1681121452
3262,50-3627,6000,1681121452
3263,50-3632,6640,1681121452
3264,50-1713,4500,1681121452
3265,50-1731,4500,1681121452
3266,50-8670,7200,1681121452
3267,50-5401,7200,1681121452
3268,50-5404,7200,1681121452
3269,50-4748,17208,1681121452
3270,50-4865,24064,1681121452
3271,50-6729,2376,1681121452
3272,50-4900,4374,1681121452
3273,50-3214,3360,1681121452
3274,50-5214,5040,1681121452
3275,50-4114,6760,1681121452
3276,50-6114,11062,1681121452
3277,50-4314,7708,1681121452
3278,50-6314,9072,1681121452
3279,50-0450,2500,1681121452
3280,50-0447,2100,1681121452
3281,50-0519,1550,1681121452
3234,50-0455,13000,1680512559
3235,50-9341,55000,1680512559
3236,50-1467,27000,1680512559
3237,50-3050,7500,1680512559
3238,50-3627,6000,1680512559
3239,50-3632,6640,1680512559
3240,50-1713,4500,1680512559
3241,50-1731,4500,1680512559
3242,50-8670,7200,1680512559
3243,50-5401,7200,1680512559
3244,50-5404,7200,1680512559
3245,50-4748,17208,1680512559
3246,50-4865,24064,1680512559
3247,50-6729,2376,1680512559
3248,50-4900,4374,1680512559
3249,50-3214,3360,1680512559
3250,50-5214,5040,1680512559
3251,50-4114,6760,1680512559
3252,50-6114,11062,1680512559
3253,50-4314,7708,1680512559
3254,50-6314,9072,1680512559
3255,50-0450,2500,1680512559
3256,50-0447,2100,1680512559
3257,50-0519,1550,1680512559
3210,50-0455,13000,1679924868
3211,50-9341,55000,1679924868
3212,50-1467,27000,1679924868
3213,50-3050,7500,1679924868
3214,50-3627,6000,1679924868
3215,50-3632,6640,1679924868
3216,50-1713,4500,1679924868
3217,50-1731,4500,1679924868
3218,50-8670,7200,1679924868
3219,50-5401,7200,1679924868
3220,50-5404,7200,1679924868
3221,50-4748,17208,1679924868
3222,50-4865,24064,1679924868
3223,50-6729,2376,1679924868
3224,50-4900,4374,1679924868
3225,50-3214,3360,1679924868
3226,50-5214,5040,1679924868
3227,50-4114,6760,1679924868
3228,50-6114,11062,1679924868
3229,50-4314,7708,1679924868
3230,50-6314,9072,1679924868
3231,50-0450,2500,1679924868
3232,50-0447,2100,1679924868
3233,50-0519,1550,1679924868
3165,50-0455,13000,1679316959
3166,50-9341,55000,1679316959
3167,50-1467,27000,1679316959
3168,50-3050,7500,1679316959
3169,50-3627,6000,1679316959
3170,50-3632,6640,1679316959
3171,50-1713,4500,1679316959
3172,50-1731,4500,1679316959
3173,50-8670,7200,1679316959
3174,50-5401,7200,1679316959
3175,50-5404,7200,1679316959
3176,50-4748,17208,1679316959
3177,50-4865,24064,1679316959
3178,50-6729,2376,1679316959
3179,50-4900,4374,1679316959
3180,50-3214,3360,1679316959
3181,50-5214,5040,1679316959
3182,50-4114,6760,1679316959
3183,50-6114,11062,1679316959
3184,50-4314,7708,1679316959
3185,50-6314,9072,1679316959
3144,50-0455,13000,1678731868
3145,50-9341,55000,1678731868
3146,50-1467,27000,1678731868
3147,50-3050,7500,1678731868
3148,50-3627,6000,1678731868
3149,50-3632,6640,1678731868
3150,50-1713,4500,1678731868
3151,50-1731,4500,1678731868
3152,50-8670,7200,1678731868
3153,50-5401,7200,1678731868
3154,50-5404,7200,1678731868
3155,50-4748,17208,1678731868
3156,50-4865,24064,1678731868
3157,50-6729,2376,1678731868
3158,50-4900,4374,1678731868
3159,50-3214,3360,1678731868
3160,50-5214,5040,1678731868
3161,50-4114,6760,1678731868
3162,50-6114,11062,1678731868
3163,50-4314,7708,1678731868
3164,50-6314,9072,1678731868
3102,50-0455,13000,1678101947
3103,50-9341,50000,1678101947
3104,50-1467,27000,1678101947
3105,50-3050,7500,1678101947
3106,50-3627,6000,1678101947
3107,50-3632,6640,1678101947
3108,50-1713,4500,1678101947
3109,50-1731,4500,1678101947
3110,50-8670,7200,1678101947
3111,50-5401,7200,1678101947
3112,50-5404,7200,1678101947
3113,50-4748,17208,1678101947
3114,50-4865,24064,1678101947
3115,50-6729,2376,1678101947
3116,50-4900,4374,1678101947
3117,50-3214,3360,1678101947
3118,50-5214,5040,1678101947
3119,50-4114,6760,1678101947
3120,50-6114,11062,1678101947
3121,50-4314,7708,1678101947
3122,50-6314,9072,1678101947
3081,50-0455,13000,1677504679
3082,50-9341,50000,1677504679
3083,50-1467,27000,1677504679
3084,50-3050,7500,1677504679
3085,50-3627,6000,1677504679
3086,50-3632,6640,1677504679
3087,50-1713,4500,1677504679
3088,50-1731,4500,1677504679
3089,50-8670,7200,1677504679
3090,50-5401,7200,1677504679
3091,50-5404,7200,1677504679
3092,50-4748,17208,1677504679
3093,50-4865,24064,1677504679
3094,50-6729,2376,1677504679
3095,50-4900,4374,1677504679
3096,50-3214,3360,1677504679
3097,50-5214,5040,1677504679
3098,50-4114,6760,1677504679
3099,50-6114,11062,1677504679
3100,50-4314,7708,1677504679
3101,50-6314,9072,1677504679
3057,50-0455,13000,1677171052
3058,50-9341,50000,1677171052
3059,50-1467,27000,1677171052
3060,50-3050,7500,1677171052
3061,50-3627,6000,1677171052
3062,50-3632,6640,1677171052
3063,50-1713,4500,1677171052
3064,50-1731,4500,1677171052
3065,50-8670,7200,1677171052
3066,50-5401,7200,1677171052
3067,50-5404,7200,1677171052
3068,50-4748,17208,1677171052
3069,50-4865,24064,1677171052
3070,50-6729,2376,1677171052
3071,50-4900,4374,1677171052
3072,50-3214,3360,1677171052
3073,50-5214,5040,1677171052
3074,50-4114,6760,1677171052
3075,50-6114,11062,1677171052
3076,50-4314,7708,1677171052
3077,50-6314,9072,1677171052
3078,50-0450,2500,1677171052
3079,50-0447,2100,1677171052
3080,50-0519,1550,1677171052
2971,50-0455,14000,1676315106
2972,50-9341,52500,1676315106
2973,50-1467,27000,1676315106
2974,50-3050,7500,1676315106
2975,50-3627,6000,1676315106
2976,50-3632,6640,1676315106
2977,50-1713,4500,1676315106
2978,50-1731,4500,1676315106
2979,50-8670,7200,1676315106
2980,50-5401,7200,1676315106
2981,50-5404,7200,1676315106
2982,50-4748,17208,1676315106
2983,50-4865,24064,1676315106
2984,50-6729,2376,1676315106
2985,50-4900,4374,1676315106
2986,50-3214,3360,1676315106
2987,50-5214,5040,1676315106
2988,50-4114,6760,1676315106
2989,50-6114,11062,1676315106
2990,50-4314,7708,1676315106
2991,50-6314,9072,1676315106
3034,50-0450,1500,1676315106
2929,50-0455,14000,1675684712
2930,50-9341,52500,1675684712
2931,50-1467,27000,1675684712
2932,50-3050,7500,1675684712
2933,50-3627,6000,1675684712
2934,50-3632,6640,1675684712
2935,50-1713,4500,1675684712
2936,50-1731,4500,1675684712
2937,50-8670,7200,1675684712
2938,50-5401,7200,1675684712
2939,50-5404,7200,1675684712
2940,50-4748,17208,1675684712
2941,50-4865,24064,1675684712
2942,50-6729,2376,1675684712
2943,50-4900,4374,1675684712
2944,50-3214,3360,1675684712
2945,50-5214,5040,1675684712
2946,50-4114,6760,1675684712
2947,50-6114,11062,1675684712
2948,50-4314,7708,1675684712
2949,50-6314,9072,1675684712
2908,50-0455,10171,1675599466
2909,50-9341,48259,1675599466
2910,50-1467,27000,1675599466
2911,50-3050,7500,1675599466
2912,50-3627,6000,1675599466
2913,50-3632,6640,1675599466
2914,50-1713,4500,1675599466
2915,50-1731,4500,1675599466
2916,50-8670,7200,1675599466
2917,50-5401,7200,1675599466
2918,50-5404,7200,1675599466
2919,50-4748,17208,1675599466
2920,50-4865,24064,1675599466
2921,50-6729,2376,1675599466
2922,50-4900,4374,1675599466
2923,50-3214,3360,1675599466
2924,50-5214,5040,1675599466
2925,50-4114,6760,1675599466
2926,50-6114,11062,1675599466
2927,50-4314,7708,1675599466
2928,50-6314,9072,1675599466
2845,50-0455,14500,1674468541
2846,50-9341,52000,1674468541
2847,50-1467,27000,1674468541
2848,50-3050,6000,1674468541
2849,50-3627,6000,1674468541
2850,50-3632,6640,1674468541
2851,50-1713,4500,1674468541
2852,50-1731,4500,1674468541
2853,50-8670,7200,1674468541
2854,50-5401,7200,1674468541
2855,50-5404,7200,1674468541
2856,50-4748,17208,1674468541
2857,50-4865,24064,1674468541
2858,50-6729,2376,1674468541
2859,50-4900,4374,1674468541
2860,50-3214,3360,1674468541
2861,50-5214,5040,1674468541
2862,50-4114,6760,1674468541
2863,50-6114,11062,1674468541
2864,50-4314,7708,1674468541
2865,50-6314,9072,1674468541
2824,50-0455,22330,1673876557
2825,50-9341,62146,1673876557
2826,50-1467,34320,1673876557
2827,50-3050,11000,1673876557
2828,50-3627,5600,1673876557
2829,50-3632,6640,1673876557
2830,50-1713,3264,1673876557
2831,50-1731,3744,1673876557
2832,50-8670,4760,1673876557
2833,50-5401,7056,1673876557
2834,50-5404,5520,1673876557
2835,50-4748,17208,1673876557
2836,50-4865,24064,1673876557
2837,50-6729,2376,1673876557
2838,50-4900,4374,1673876557
2839,50-3214,3360,1673876557
2840,50-5214,5040,1673876557
2841,50-4114,6760,1673876557
2842,50-6114,11062,1673876557
2843,50-4314,7708,1673876557
2844,50-6314,9072,1673876557
2803,50-0455,22330,1673261075
2804,50-9341,62146,1673261075
2805,50-1467,34320,1673261075
2806,50-3050,11000,1673261075
2807,50-3627,5600,1673261075
2808,50-3632,6640,1673261075
2809,50-1713,3264,1673261075
2810,50-1731,3744,1673261075
2811,50-8670,4760,1673261075
2812,50-5401,7056,1673261075
2813,50-5404,5520,1673261075
2814,50-4748,17208,1673261075
2815,50-4865,24064,1673261075
2816,50-6729,2376,1673261075
2817,50-4900,4374,1673261075
2818,50-3214,3360,1673261075
2819,50-5214,5040,1673261075
2820,50-4114,6760,1673261075
2821,50-6114,11062,1673261075
2822,50-4314,7708,1673261075
2823,50-6314,9072,1673261075
2781,50-0455,22330,1672750928
2782,50-9341,62146,1672750928
2783,50-1467,34320,1672750928
2784,50-3050,11000,1672750928
2785,50-3627,5600,1672750928
2786,50-3632,6640,1672750928
2787,50-1713,3264,1672750928
2788,50-1731,3744,1672750928
2789,50-8670,4760,1672750928
2790,50-5401,7056,1672750928
2791,50-5404,5520,1672750928
2792,50-4748,17208,1672750928
2793,50-4865,24064,1672750928
2794,50-6729,2376,1672750928
2795,50-4900,4374,1672750928
2796,50-3214,3360,1672750928
2797,50-5214,5040,1672750928
2798,50-4114,6760,1672750928
2799,50-6114,11062,1672750928
2800,50-4314,7708,1672750928
2801,50-6314,9072,1672750928
2802,50-5081,5000,1672750928
2760,50-0455,22330,1672075191
2761,50-9341,62146,1672075191
2762,50-1467,34320,1672075191
2763,50-3050,11000,1672075191
2764,50-3627,5600,1672075191
2765,50-3632,6640,1672075191
2766,50-1713,3264,1672075191
2767,50-1731,3744,1672075191
2768,50-8670,4760,1672075191
2769,50-5401,7056,1672075191
2770,50-5404,5520,1672075191
2771,50-4748,17208,1672075191
2772,50-4865,24064,1672075191
2773,50-6729,2376,1672075191
2774,50-4900,4374,1672075191
2775,50-3214,3360,1672075191
2776,50-5214,5040,1672075191
2777,50-4114,6760,1672075191
2778,50-6114,11062,1672075191
2779,50-4314,7708,1672075191
2780,50-6314,9072,1672075191
2739,50-0455,22330,1671456321
2740,50-9341,62146,1671456321
2741,50-1467,34320,1671456321
2742,50-3050,11000,1671456321
2743,50-3627,5600,1671456321
2744,50-3632,6640,1671456321
2745,50-1713,3264,1671456321
2746,50-1731,3744,1671456321
2747,50-8670,4760,1671456321
2748,50-5401,7056,1671456321
2749,50-5404,5520,1671456321
2750,50-4748,17208,1671456321
2751,50-4865,24064,1671456321
2752,50-6729,2376,1671456321
2753,50-4900,4374,1671456321
2754,50-3214,3360,1671456321
2755,50-5214,5040,1671456321
2756,50-4114,6760,1671456321
2757,50-6114,11062,1671456321
2758,50-4314,7708,1671456321
2759,50-6314,9072,1671456321
2718,50-0455,22330,1670849066
2719,50-9341,62146,1670849066
2720,50-1467,34320,1670849066
2721,50-3050,11000,1670849066
2722,50-3627,5600,1670849066
2723,50-3632,6640,1670849066
2724,50-1713,3264,1670849066
2725,50-1731,3744,1670849066
2726,50-8670,4760,1670849066
2727,50-5401,7056,1670849066
2728,50-5404,5520,1670849066
2729,50-4748,17208,1670849066
2730,50-4865,24064,1670849066
2731,50-6729,2376,1670849066
2732,50-4900,4374,1670849066
2733,50-3214,3360,1670849066
2734,50-5214,5040,1670849066
2735,50-4114,6760,1670849066
2736,50-6114,11062,1670849066
2737,50-4314,7708,1670849066
2738,50-6314,9072,1670849066
2701,50-0455,22330,1670244848
2702,50-9341,62146,1670244848
2703,50-1467,34320,1670244848
2704,50-3050,11000,1670244848
2705,50-3627,5600,1670244848
2706,50-3632,6640,1670244848
2707,50-1713,3264,1670244848
2708,50-1731,3744,1670244848
2709,50-8670,4760,1670244848
2710,50-5401,7056,1670244848
2711,50-5404,5520,1670244848
2712,50-4748,17208,1670244848
2713,50-4865,24064,1670244848
2714,50-6729,2376,1670244848
2715,50-4900,4374,1670244848
2716,50-3214,3360,1670244848
2717,50-5214,5040,1670244848
2667,50-0455,14616,1669987716
2668,50-9341,46246,1669987716
2669,50-1467,31680,1669987716
2670,50-3050,9000,1669987716
2671,50-3627,5600,1669987716
2672,50-3632,6640,1669987716
2673,50-1713,3264,1669987716
2674,50-1731,3744,1669987716
2675,50-8670,4760,1669987716
2676,50-5401,7056,1669987716
2677,50-5404,5520,1669987716
2678,50-4748,17208,1669987716
2679,50-4865,24064,1669987716
2680,50-6729,2376,1669987716
2681,50-4900,4374,1669987716
2682,50-3214,3360,1669987716
2683,50-5214,5040,1669987716
2582,50-0455,7756,1669296389
2583,50-9341,42644,1669296389
2584,50-1467,41580,1669296389
2585,50-3050,7000,1669296389
2586,50-3627,5200,1669296389
2587,50-3632,4880,1669296389
2588,50-1713,3072,1669296389
2589,50-1731,2976,1669296389
2590,50-8670,1520,1669296389
2591,50-5401,4896,1669296389
2592,50-5404,3720,1669296389
2593,50-4748,11664,1669296389
2594,50-4865,17088,1669296389
2595,50-6729,1872,1669296389
2596,50-4900,5022,1669296389
2597,50-3214,840,1669296389
2598,50-5214,560,1669296389
